tokens,labels
Natlonal,0
Standard,1
for,1
Precautlonary,0
Labellng,0
of,1
Hazardous,1
Industr1.l,0
Chemlcals.,0
The,1
guldellnes,0
then,1
became,1
a,1
Voluntary,1
consensu,0
standard,1
under,1
the,1
ausplces,0
of,1
the,1
Amerlcan,0
Natlonal,0
Standard,1
Instltute,0
(M517.,0
ANSI,1
212-.1,0
was,1
publlshed,0
1n,0
197a,0
and,1
"1932,",0
and,1
has,1
been,1
extenslV-ly,0
revlsed,0
by,1
the,1
cm,0
Health,1
and,1
Safety,1
Commlttee's,0
Labellng,0
Task,1
Group,1
for,1
a,1
1997,0
printing.,1
After,1
presentatlon,0
to,1
the,1
Exec,0
tlve,0
Commlttee,1
and,1
Board.,1
the,1
draft,1
standard,1
will,1
enter,1
the,1
ANSI,1
consensus,1
process,1
by,1
whlch,0
CMA,1
member,1
"companles,",0
1nterest-d,0
1ndustry,0
"groups,",1
labor,1
"muons,",0
government,1
"agencles,",0
consumer,1
coalltlons,0
and,1
professlonal,0
socletles,0
revlew,0
and,1
Vote,0
on,1
the,1
stanard.,0
Flnal,0
submlsslon,0
to,1
the,1
ANSI,1
Board,1
of,1
Revlew,0
15,1
projects,1
for,1
m1d71987.,0
smum,0
NCE,0
of,1
ANSI,1
2129.»,0
The,1
1997,0
revlslon,0
of,1
ANSI,1
2129.1,0
15,1
part1cul.rly,0
relevant,1
to,1
the,1
chemlcal,0
1ndustry,0
for,1
the,1
followlng,0
reasons:,1
0,1
The,1
OSHA,1
Hazard,1
Cosstunlcatlon,0
Standard,1
requlres,0
labellng,0
of,1
all,1
n.,1
zardous,0
1ndustrlal,0
chemlcals,0
and,1
chemlcal,0
mlxtures.,0
o,1
In,1
"1936,",1
OSHA,1
Eleld,0
1nspectors,0
lssued,0
altatlons,0
to,1
CMA,1
member,1
companle,0
for,1
a,1
Varlety,0
of,1
labellng,0
"Violations,",0
1nclud1ng,0
the,1
lack,1
of,1
arget,0
organ/system,1
hazard,1
Harnlngs,0
on,1
labels.,1
0,1
The,1
perf-mance*or1ented,0
nature,1
of,1
the,1
OSHA,1
Hazard,1
Communist,0
tlon,0
Sta,0
dard,0
and,1
the,1
complementary,1
generlc,0
labellng,0
gulde*,0
llnes,0
1n,0
ANSI,1
2129.1,0
provlde,0
both,1
guldance,0
and,1
flexlblllty,0
m,1
cm,0
membr,0
companles.,0
o,1
A,1
11:1g1ms,0
trend,1
toward,1
1ndustry,0
llablllty,0
for,1
alleged,1
occupatl-nal,0
lllnesses,0
has,1
put,1
the,1
1ndustry,0
at,1
rlsk,0
for,1
{allure,0
o,1
Eulflll,0
the,1
"""duty",1
to,1
"warn.""",1
pnrmny,0
ISSUES,1
IN,1
ANSI,1
2129.171997;,0
o,1
In,1
llgh,0
of,1
the,1
regulatory,1
and,1
liability,1
lssues,0
llsted,0
above.,1
A,1
51,1
2129.171997,0
focuses,1
for,1
the,1
flrst,0
time,1
on,1
labelln,0
of,1
delayed,1
(chronlc),0
hazards,1
and,1
target,1
organ/,1
system,1
azards.,0
o,1
Guldanc-,0
for,1
1mmedlate,0
(acute7,0
hazards,1
has,1
been,1
revlsed.,0
2,1
0,1
As,1
ouch,1
53,1
"posslble""",0
all,1
guldellnes,0
1n,0
the,1
standard,1
have,1
been,1
compare-,0
and,1
adjusted,1
for,1
compllance,0
Hlth,0
hey,1
regulatory,1
"statute',",0
"e.g.,",1
the,1
DSKA,0
Hazard,1
Comnunlcatlon,0
"Standard,",1
"TSCA,",1
"pm“,",0
[CT,0
labellng,0
"requlrements,",0
etc.,1
ADVOCAC,0
PLANS;,1
ACTION,1
0,1
Announcment,0
of,1
the,1
avallablllty,0
of,1
the,1
standard,1
1n,0
trade,1
journal.,0
"newsletters,",1
and,1
other,1
approprlate,0
forums.,1
0,1
Impleme,0
tatlon,0
workshops,1
for,1
cm,0
member,1
"companles,",0
1ndustry,0
"groups,",1
and,1
government,1
offlclals,0
1n,0
199771999.,0
requlret,0
Endorse,1
the,1
submlsslon,0
of,1
the,1
proposed,1
revlsed,0
labelln,0
standard,1
(ANSI,1
21294719977,0
for,1
consensus,1
revlew.,0
followed,1
by,1
Amerlcan,0
Natlonal,0
Standards,1
Instltu,0
e,1
approval,1
and,1
adoptlon.,0
cm,0
cm,0
mane,0
camrcm,0
pnouvcmzs,0
...mm,0
sammm,0
comm.,0
How:,0
To,1
CLEAN,1
"SITEs,",0
ma.,1
co.,0
A,1
AL,0
CHEM]:,0
L,1
PRODUCT,1
SALES,1
152.5,0
227.5,1
325.0,1
125.0,1
107.5,1
150.5,1
215.0,1
92.0,0
55.0,1
77.0,1
110.0,1
42.0,1
40.0,1
50.0,1
90.0,0
30.0,1
55mm,0
s,1
575014,0
27.5,1
39.5,0
55.0,1
20.0,1
525024,0
a,1
550024,0
17.5,1
24.5,1
35.0,1
14.0,1
510024,0
To,1
515014,0
13.0,1
3.25,1
UNDER,1
55014,0
~,1
PRoosED,0
cm,0
DBBlD,0
CLEAN,1
SITES,1
REVENUE,1
soURcEs,0
5,1
MIL,0
IONS,0
94/95,0
95/95,0
95/97,0
97/99,0
99/99,0
99/9.,0
cm,0
nonmnsumous,0
DTHE',0
coumnsmmus,0
Rm,0
u-xmsmam,0
TDTAI,0
exhllt,0
s,1
cam,0
CAL,0
mmmmmms,0
ASSOCIATION,1
REED,0
vau,0
on,1
v.5.,0
SAVINGS,1
BONDS,1
WHE',0
"A5,",0
The,1
v.5.,0
Savlngs,0
Bonds,1
program,1
Prov,0
des,0
the,1
1nd1v1dual,0
mm,0
an,1
1nvestment,0
that,1
comblnes,0
HIGH,1
MARKEFBASED,0
INTEREST.,0
GUARANTEED,1
MINIMUM,1
RETURN.,1
SPECAL,0
TAX,1
"ADVANTAGEs,",0
AND,1
A,1
couvmmm,0
PAYROLL,1
SAVINGS,1
PLA,0
:,1
Pro,0
1des,0
busmess,0
Hlth,0
easler,0
access,1
to,1
capltal,0
by,1
re*,0
due,1
ng,1
THE,1
LEVEL,1
017,0
sovmwmm,0
BDRRDWING,0
m,1
FINANCIAL,1
MAR,0
"T5,",0
AND,1
Pro,0
1des,0
the,1
natlon,0
Hlth,0
a,1
FIN,0
ems,0
THE,1
PUBLIC,1
DEBT.,1
£15,0
ally,1
pruent,0
means,1
of,1
BE,0
t,1
resolved,1
that,1
the,1
Chemlcal,0
Manufacturers,1
Assoclatlon,0
s,1
'DNGL‘I,0
URGES,1
ITS,1
MEMBERSHIP,1
TD,1
ACTIVELY,1
svwom,0
THE,1
1997,0
v.5.,0
SAVINGS,1
Bo,0
d5,0
campalgn,0
by:,1
TH'REFDRE:,0
Dranlzlng,0
1n,0
whlch,0
c-,0
panyiwlde,0
1997,0
u.S.,1
Savlngs,0
Bonds,1
campalgns,0
emloyees,0
are,1
1nd1v1dually,0
asked,1
to,1
enroll,1
1n,0
T-E,0
PROGRAM.,0
on,1
TO,1
INCREASE,1
THEIR,1
ALLDTMENTS,0
IF,1
CURRENTLY,1
P'TICIPATING.,0
A,1
039912,0
r,1
AGENDA,1
MEETING,1
OF,1
CMA,1
13mm:,0
OF,1
DIRECTORS,1
Monday,1
and,1
"Tuesday,",1
September,1
"9710,",0
1995,1
The,1
Ritz,1
Carlton,1
(Ballroom,1
1v,0
Roomy,0
Laguna,1
"mguel,",0
Callfornla,0
TAB,1
Call,1
to,1
Order,1
and,1
Approval,1
of,1
Mlnutes,0
of,1
June,1
"576,",0
"1935,",0
Meetlng,0
Chalman,0
Sella,1
Annual,1
Report,1
of,1
the,1
Envlronmental,0
Manage*,0
ment,1
Commlttee,1
Frank,1
v.,1
"Berryman,",1
Chevron,1
Chemlcal,0
Company;,1
"Chalman,",0
cm,0
Envlronmental,0
Management,1
Commlttee,1
Analysls,0
of,1
Dlngell,1
Survey,1
on,1
Alr,0
Emlsslons,0
and,1
Emergency,1
Response,1
Frank,1
w.,1
Berryman,1
Annual,1
Report,1
of,1
the,1
State,1
Affalrs,0
Commlti,0
tee,1
Garth,1
F.,1
"Fort,",1
Monsanto,1
Company;,1
Chalrman.,0
cm,0
State,1
Affalrs,0
Conalttee,1
Speclal,0
Report,1
on,1
the,1
Status,1
and,1
Programs,1
of,1
the,1
State,1
Chemlcal,0
Industry,1
Assam?,0
Pont,1
de,1
Nemours,1
&,1
Company;,1
"Chalrman,",0
CMA,1
Ad,1
Hoc,1
Chemlcal,0
Industry,1
Councll,0
Work,1
Group,1
Annual,1
Report,1
of,1
the,1
Government,1
Relatlons,0
Conalttee,1
Kenneth,1
E.,1
"Davis,",1
Rohm,1
and,1
Haas,1
Company;,1
"Chalman,",0
CMA,1
Government,1
Relatlons,0
Commlttee,1
lD:lDrlD:BD,0
Tax,1
Reform,1
Leglslatlon,0
Willlam,0
M.,1
"Bellamy,",1
vmon,0
Carblde,0
Cozporatlon;,0
"Chalrman,",0
CMA,1
Tax,1
Pollcy,0
Commlttee,1
10:3071190,0
11:10711:3n,0
Superfund,1
Reauthorlzatlon:,0
a.,1
Overvlew,0
and,1
Report,1
on,1
Assoclatlon,0
Actlvltles,0
Willlam,0
M.,1
Stover,1
b.,1
Leglslatlve,0
Status,1
Wells,1
"Denyes,",1
Eastman,1
Kodak,1
"Company,""",0
"Chalman,",0
CMA,1
Superfund,1
Task,1
Group,1
c.,1
Communlcatlons,0
Support,1
W,1
Jon,1
c.,1
Holtzman,1
Presldent's,0
Report,1
Robert,1
A.,1
Roland,1
a.,1
camum,0
Status,1
Report,1
Geraldlne,0
v.,1
Cox,1
b.,1
Assoclatlon,0
Program,1
and,1
Issue,1
Report,1
11:30712mn,0
moon,0
Viewing,1
of,1
New,1
cm,0
mm:,0
Jon,1
c.,1
Holtzman,1
12:00,1
Noon,1
Adjournment,1
1,1
2,1
3,1
4,1
cm,0
039290,0
TAB,1
Call,1
to,1
Order,1
Chalman,0
Sella,1
Report,1
of,1
the,1
Executlve,0
Commlttee,1
Chalrman,0
Clark,1
Treasurer's,1
Report,1
Gary,1
c.,1
Herman,1
Report,1
of,1
the,1
Nomlnatlng,0
Commlttee,1
Chalrman,0
Sella,1
Annual,1
Report,1
of,1
the,1
Speclal,0
Programs,1
Pollcy,0
Commlttee,1
J...,0
Chalrman,0
Corless,1
Annual,1
Report,1
of,1
the,1
Internatlonal,0
Affalrs,0
Group,1
H,1
Thomas,1
w.,1
"Mooney,",1
The,1
Procter,1
&,1
Gamble,1
Company;,1
Vice,1
"Chalrman,",0
Interi,0
natlonal,0
Affalrs,0
Group,1
Internatlonal,0
Trade,1
Pollcy,0
Issues:,1
mnsy,0
deratlon,0
of,1
Executlve,0
Commlttee,1
Recomi,0
mendatlons,0
Allan,1
J.,1
"Spllner,",0
Rohm,1
and,1
Haas,1
Company;,1
"Chalman,",0
CMA,1
Internatlonal,0
Trade,1
Commlttee,1
a.,1
U.S./Canada,1
Free,1
Trade,1
Agreement,1
b.,1
Multllateral,0
Trade,1
Negotlatlons,0
on,1
Chemlcal,0
Tarlff,0
Cuttlng,0
lD:2DrlD:35,0
Protectlon,0
of,1
Groundwater,1
Quallty,0
Pollcy:,0
Conslderatlon,0
of,1
Executlve,0
Commlttee,1
Recommendatlons,0
Frank,1
v.,1
"Berryman,",1
Chevron,1
Chemlcal,0
Company;,1
"Chalman,",0
cm,0
Envlronmental,0
Management,1
Commlttee,1
10:35711mn,0
Annual,1
Report,1
of,1
the,1
Energy,1
Cosnlttee,1
Gary,1
5.,1
"Furman,",1
Amerlcan,0
Cyanamld,1
Company;,1
"Chalman,",0
cm,0
Energy,1
Commlttee,1
Annual,1
Report,1
of,1
the,1
Englneerlng,0
Advlsory,0
Cosnlttee,1
Ray,1
E.,1
"Olsen,",1
Exxon,1
Chemlcal,0
Company;,1
"Chalman,",0
cm,0
Englneerlng,0
Advlsory,0
Cosnlttee,1
11:25711:sn,0
Post,1
Instltute,0
Issue,1
Ishac:,0
Robert,1
A.,1
Roland,1
11:50712mn,0
New,1
Buslness,0
12:00,1
Noon,1
Adjournment,1
cm,0
039291,0
r,1
2291,1
MINUTES,1
of,1
the,1
three,1
hundred,1
fourth,1
meetlng,0
of,1
the,1
Board,1
of,1
Dlrectors,0
of,1
the,1
Chemlcal,0
Manufacturers,1
"Assoclatlon,",0
Inc.:,0
held,1
at,1
the,1
R1t17carlton,0
Hotel,1
(B5117,0
room,1
1V7.,0
Laguna,1
"mguel,",0
"Callfornla,",0
on,1
Monday,1
at,1
3:00,0
a.m.,1
and,1
Tuesday,1
at,1
9:00,1
"a.m.,",1
September,1
9,1
and,1
"10,",1
1935.,0
There,1
were,1
present:,1
Dlrectors:,0
George,1
J.,1
"Sella,",1
Jr.,1
7,1
Chalrman,0
Harold,1
A.,1
Sorgentl,1
7,1
Vice,1
Chalman,0
Robert,1
A.,1
Roland,1
7,1
Presldent,0
Arthur,1
E.,1
Blggs,0
Hans,1
a.,1
Kopper,1
Robert,1
D.,1
Cadleux,1
Sldney,0
M.,1
Leahy,1
Carlyle,1
G.,1
Caldwell,1
Carl,1
w.,1
Lorentzen,1
Paul,1
v.,1
Chellgren,1
Robert,1
a.,1
Malott,1
3.,1
Eugene,1
McBrayer,1
Harry,1
Corless,1
Kelth,0
R.,1
McKennon,1
Ralph,1
s.,1
Cunnlngham,0
Robert,1
L.,1
Mltchell,0
Kelth,0
a.,1
Edmondson,1
117,0
L.,1
John,1
Pollte,0
Seymour,1
5.,1
"Preston,",1
III,1
F.,1
Jack,1
Fltzgerald,0
Thomas,1
E.,1
"Rellly,",0
Jr.,1
Robert,1
a.,1
Forney,1
M.,1
Whltson,0
Sadler,1
Charles,1
E.,1
Stewart,1
5.,1
Jay,1
Stewart,1
John,1
v.,1
Johnstone.,0
Jr.,1
Robert,1
D.,1
Kennedy,1
Konrad,1
M.,1
Wels,0
Secretary:,1
Treasurer:,1
General,1
Counsel:,1
Charles,1
w.,1
Van,1
Vlack,1
Gary,1
c.,1
Herman,1
Davld,0
2911,0
By,1
Invltatlon:,0
Stuart,1
T.,1
"Allen,",1
"socMA,",0
E.,1
1.,1
du,1
Pont,1
de,1
Nemours,1
&,1
Company,1
Willlam,0
M.,1
"Bellamy,",1
"Jr.,",1
vmon,0
Carblde,0
Cozporatlon,0
Frank,1
w.,1
"Berryman,",1
Chevron,1
Chemlcal,0
Company,1
Geraldlne,0
v.,1
"Cox,",1
CMA,1
Kenneth,1
E.,1
"Davls,",0
Rohm,1
and,1
Haas,1
Company,1
(17,0
Wells,1
"Denyes,",1
Eastman,1
Kodak,1
Company,1
Garth,1
F.,1
"Fort,",1
Monsanto,1
Company,1
Gary,1
5.,1
"Furman,",1
Amerlcan,0
Cyanamld,1
Company,1
Edward,1
D.,1
"Grlfflth,",0
ARCS,0
Chemlcal,0
Company,1
Jon,1
c.,1
Holtzman.,0
cm,0
E.,1
Hamllton,0
"Hurst,",1
Nalco,1
Chemlcal,0
Company,1
Thomas,1
w.,1
"Mooney,",1
The,1
Procter,1
&,1
Gamble,1
Company,1
127,1
Ray,1
E.,1
"Olsen,",1
Exxon,1
Chemlcal,0
Company,1
Allan,1
J.,1
"Spllner,",0
Rohm,1
and,1
Haas,1
Company,1
Willlam,0
M.,1
"Stover,",1
cm,0
Jullane,0
a.,1
Van,1
"Egmond,",1
Amerlcan,0
Cyanamld,1
Company,1
James,1
P.,1
Watklns.,0
Amerlcan,0
Cyanamld,1
Company,1
117,0
Monday,1
only,1
127,1
Tuesday,1
only,1
am,1
039292,0
2292,1
Monday>,1
September,1
"9,",1
1995,1
MINUTES,1
017,0
LAST,1
MEETINGS,1
Chalrman,0
Sella,1
called,1
the,1
meetlng,0
to,1
order,1
at,1
3:00,0
a.m.,1
The,1
mlnutes,0
of,1
the,1
June,1
5,1
and,1
"6,",1
1995,1
Board,1
meetlngs,0
Vere,0
approved,1
as,1
dlstrlbuted.,0
ENVIRONMENTAL,1
MANAGEMENT,1
COMMITTEE,1
A,1
summary,1
of,1
the,1
commlttee's,0
annual,1
report,1
Is,1
attached,1
as,1
Exhibit,1
A.,1
DINGELL,1
smwm,0
0N,0
AIR,1
EMISSIONS,1
Mr.,1
Berryman,1
revlewed,0
the,1
results,1
of,1
the,1
survey,1
on,1
air,1
emlsslons,0
and,1
emergency,1
response,1
capabllltles,0
and,1
practlces.,0
Key,1
findings,1
of,1
the,1
survey,1
1ncluded:,0
A,1
Significant,1
amount,1
of,1
safety,1
equlpment,0
and,1
procedures,1
are,1
1n,0
place.,1
The,1
1ndustry,0
has,1
a,1
Very,1
actlve,0
1nspectlon,0
and,1
safety,1
revlew,0
program.,1
Alr,0
emlsslon,0
measurlng,0
apparatus,1
and,1
technlques,0
are,1
In,1
place,1
or,1
applled,0
near,1
the,1
.process,1
unlt,0
rather,1
than,1
at,1
the,1
fencellne,0
or,1
1n,0
the,1
communlty.,0
There,1
Is,1
substantlal,0
operator,1
1nput,0
(human,1
factory,0
1n,0
most,1
of,1
these,1
monltorlng,0
and,1
safety,1
systems.,1
The,1
report,1
will,1
be,1
dellvered,0
to,1
Congressman,1
Dlngell,1
later,1
1n,0
September,1
followlng,0
completlon,0
and,1
flnal,0
revlew,0
of,1
the,1
contractors',1
analysls,0
of,1
the,1
data.,1
There,1
was,1
conslderable,0
dlscusslon,0
concernlng,0
the,1
ultlmate,0
publlc,0
release,1
of,1
the,1
report,1
and,1
the,1
Indlvldual,0
company's,1
ability,1
to,1
be,1
able,1
to,1
effectlvely,0
respond,1
to,1
the,1
lssues,0
that,1
mlght,0
be,1
ralsed.,0
sum:,0
AFFAIRS,1
COMMITTEE,1
The,1
comnlttee's,1
annual,1
"report,",1
supplemented,1
Hlth,0
Chalman,0
Fort's,1
report.,1
Is,1
attached,1
as,1
Exhlblt,0
B.,1
sum:,0
CHEMICAL,1
muusmy,0
ASSOCIATIONS,1
Mr.,1
Wood,1
presented,1
the,1
report,1
mxmm:,0
c7,0
of,1
an,1
ad,1
hoc,1
group,1
whlch,0
had,1
studled,0
the,1
status,1
and,1
programs,1
of,1
the,1
Varlous,0
state,1
chemlcal,0
Industry,1
ass,1
clatlons.,0
Mr.,1
Wood,1
hlghllghted,0
the,1
followlng,0
findings,1
and,1
recommendatlons:,0
The,1
19,1
state,1
groups,1
represent,1
a,1
Significant,1
resource,1
to,1
the,1
1ndustry.,1
am,1
has,1
done,1
a,1
good,1
job,1
In,1
the,1
past,1
475,0
years,1
In,1
nurturlng,0
and,1
supportlng,0
these,1
groups.,1
cm,0
039293,0
2293,1
cm,0
needs,1
Co,1
contlnue,0
co,1
evaluate,1
and,1
61nd,0
approprlate,0
ways,1
to,1
utilize,1
the,1
resource,1
chat,1
these,1
groups,1
"represent,",1
whlle,0
recognlzlng,0
chat,1
some,1
states,1
will,1
always,1
be,1
able,1
to,1
do,1
more,1
Chan,0
others.,1
Member,1
company,1
senlor,0
executlves,0
need,1
to,1
provlde,0
"strong,",1
top,1
down,1
personal,1
and,1
corporate,1
support,1
for,1
these,1
groups.,1
Some,1
addltlonal,0
expendlture,0
of,1
cm,0
resources,1
1n,0
the,1
form,1
of,1
seed,1
money,1
would,1
be,1
deslrable.,0
There,1
was,1
conslderable,0
dlscusslon,0
of,1
the,1
relatlve,0
strengths,1
of,1
the,1
state,1
"organlzatlons,",0
the,1
need,1
for,1
addltlonal,0
state,1
"groups,",1
and,1
the,1
role,1
of,1
the,1
Board,1
and,1
the,1
1nd1v1dual,0
Dlrectors,0
1n,0
movlng,0
these,1
programs,1
forward,1
and,1
1n,0
resolvlng,0
any,1
problems,1
or,1
shortfalls,1
1n,0
company,1
1nvolvement.,0
The,1
Vlew,0
was,1
expressed,1
that,1
the,1
Board,1
and,1
the,1
Indlvldual,0
Dlrectors,0
feel,1
the,1
need,1
to,1
have,1
contlnulng,0
"input,",1
as,1
"approprlate,",0
on,1
those,1
areas,1
where,1
thelr,0
actlon.,0
elther,0
1nd1v1dually,0
or,1
colletk,0
"tlvely,",0
15,1
warranted.,1
Mr.,1
Roland,1
1nd1cated,0
that,1
there,1
would,1
be,1
approprlate,0
followup,1
actlon,0
based,1
on,1
the,1
data,1
1n,0
the,1
report,1
and,1
the,1
Board's,1
request.,1
sovmmmm,0
RELATIONS,1
COMMITTEE,1
A,1
summary,1
of,1
the,1
commlttee's,0
annual,1
report,1
15,1
attached,1
as,1
Exhibit,1
D.,1
TAX,1
REFORM,1
LEGISLATION,1
Mr.,1
Bellamy's,1
report,1
15,1
attached,1
as,1
Exhlblt,0
E.,1
cm,0
actlvltles,0
1nclud1ng:,0
He,1
hlghllghted,0
several,1
The,1
preparatlon,0
of,1
two,1
tax,1
studles,0
on,1
effectlve,0
tax,1
rates,1
(Price,1
Waterhouse7,0
and,1
on,1
the,1
economc,0
Impact,1
of,1
the,1
Admlnlstratlon's,0
Completlon,0
of,1
a,1
serles,0
of,1
lssue,0
papers.,1
A,1
program,1
of,1
contacts,1
mm,0
Ways,1
and,1
Means,1
Commlttee,1
members.,1
Followlng,0
ms,0
"presentatlon,",0
there,1
was,1
dlscusslon,0
of,1
how,1
actlve,0
the,1
Assoclatlon,0
should,1
be,1
on,1
the,1
tax,1
recom,0
lssue,0
and,1
where,1
1:,1
should,1
be,1
ranked,1
1n,0
the,1
overall,1
11::,0
of,1
Assoclatlon,0
prlorltles.,0
Further,1
dlscusslon,0
was,1
deferred,1
to,1
the,1
Executlve,0
Commlttee,1
meetlng,0
that,1
afternoon.,1
swmmm,0
REAUTHDRIZATIDN,0
a.,1
Assoclatlon,0
Actlvltles.,0
Mr.,1
Stover,1
presented,1
an,1
overvlew,0
of,1
Assoclatlon,0
actlvltles,0
Hlth,0
respect,1
to,1
Superfund,1
reauthorlzatlon.,0
b.,1
Leglslatlve,0
Status.,1
Mr.,1
Denyes',1
report,1
15,1
attached,1
as,1
Exhlblt,0
F.,1
He,1
hlghllghted,0
pendlng,0
actlon,0
on,1
the,1
Senate,1
floor,1
on,1
s.,1
51,1
and,1
1n,0
the,1
House,1
Ways,1
and,1
"Means,",1
and,1
Publlc,0
Works,1
and,1
Transportatlon,0
Commlttees.,0
Followlng,0
ms,0
presentai,0
"tlon,",0
there,1
was,1
dlscusslon,0
of,1
the,1
senlor,0
executlve,0
asslgnments,0
to,1
Visit,0
key,1
Members,1
cm,0
039294,0
2294,1
of,1
Congress,1
and,1
she,1
polnts,0
whlch,0
would,1
be,1
made,1
durlng,0
those,1
Visits.,0
Further,1
dlscusslon,0
of,1
Assoclatlon,0
strategles,0
was,1
deferred,1
to,1
the,1
Executlve,0
Commlttee,1
meetlng.,0
REPORT,1
017,0
THE,1
mmsnmm,0
Hr.,1
Roland's,1
report,1
15,1
attached,1
as,1
Exhibit,1
G.,1
Dr.,1
Cox,1
presented,1
a,1
status,1
report,1
on,1
CHEMNET'S,0
luvplementatlon,0
whlch,0
has,1
41,1
companles,0
Signed,0
on,1
and,1
1:,1
Scheduled,0
to,1
begln,0
operatlons,0
1n,0
October.,1
Br.,0
2911,0
reported,1
on,1
the,1
August,1
CHA,1
conference,1
on,1
1nsurance,0
and,1
1:5,0
flndlngs.,0
He,1
dlscussed,0
posslble,0
avenues,1
of,1
cm,0
Involvement,1
other,1
than,1
the,1
formatlon,0
of,1
a,1
captlve,0
Insurance,1
company,1
and,1
requested,1
1nput,0
from,1
the,1
Board,1
on,1
what,1
dlrectlon,0
the,1
CHA,1
effort,1
should,1
take.,1
Hr.,1
Stover,1
reported,1
on,1
the,1
pendlng,0
Conference,1
Commlttee,1
actlon,0
regardlng,0
reauthorlzatlon,1
of,1
the,1
Clean,1
Water,1
Act.,1
Hr.,1
Holtzman,1
descrlbed,0
the,1
upcomlng,0
open,1
meetlng,0
of,1
the,1
Communlcatlons,0
Comtlttee,1
on,1
CAER.,1
Hr.,1
Roland,1
reported,1
on,1
plans,1
and,1
programs,1
for,1
the,1
October,1
Chemlcal,0
Industry,1
Conference.,1
The,1
Board,1
adjourned,1
untll,0
9:00,1
a.m.,1
"Tuesday,",1
September,1
10.,1
"Tuesday,",1
September,1
"10,",1
1995,1
"""CLEANING",1
up...,0
FILE,0
Prlor,0
to,1
the,1
beglnnlng,0
of,1
the,1
fomal,0
"meetlng,",0
the,1
recent,1
CHA,1
£11m,0
entltled,0
"""Cleanlng",0
"Up""",1
was,1
presented,1
for,1
those,1
Dlrectors,0
who,1
had,1
expressed,1
1nter7,0
est.,1
REPORT,1
017,0
THE,1
EXECUTIVE,1
coammm,0
Chalrman,0
Clark,1
reported,1
on,1
the,1
ltems,0
dlscussed,0
and,1
actlons,0
taken,1
by,1
the,1
Executlve,0
Commlttee,1
the,1
precedlng,0
day.,1
Chalman,0
Clark,1
1nd1cated,0
that,1
she,1
Execui,0
tlve,0
Commlttee's,0
rccommendstlons,1
on,1
those,1
subjects,1
comlng,0
before,1
the,1
Board,1
would,1
be,1
reported,1
followlng,0
presentatlon,0
of,1
each,1
agenda,1
"item,",1
but,1
prior,1
to,1
the,1
request,1
for,1
flnal,0
actlon.,0
He,1
reported,1
that,1
the,1
Executlve,0
Commlttee,1
took,1
the,1
followlng,0
actlons:,0
Approved,1
four,1
standlng,0
commlttee,0
and,1
LAG,1
appolntments.,0
Recommended,1
for,1
Board,1
actlon,0
the,1
Nomlnatlng,0
Commlttee's,0
report.,1
Approved,1
revlslons,0
to,1
the,1
Speclal,0
Programs,1
Pollcy,0
Comlttee,0
"Charter,",1
Prlnclples,0
and,1
Operatlng,0
Guldellnes.,0
Recommended,1
for,1
Board,1
actlon,0
the,1
proposed,1
posltlon,0
on,1
a,1
posslble,0
U.S./Canada,1
Free,1
Trade,1
Agreement.,1
Deferred,1
the,1
proposed,1
posltlon,0
on,1
multllateral,0
trade,1
negotlatlons,0
(mm,0
on,1
chemlcal,0
tarlff,0
"cuttlng,",0
pendlng,0
further,1
revlew,0
by,1
the,1
Internatlonal,0
Trade,1
Commlttee.,0
cm,0
039295,0
2295,1
Recommended,1
for,1
Board,1
actlon,0
the,1
proposed,1
posltlon,0
on,1
the,1
protectlon,0
of,1
groundwater,1
quallty.,0
Requested,1
the,1
Envlronmental,0
Management,1
Commlttee,1
m,1
revlse,0
1:5,0
proposal,1
on,1
an,1
Assoclatlon,0
pollcy,0
and,1
program,1
for,1
alr,0
toxlcs.,0
Dlscussed,0
Superfund,1
reauthorlzatlon,1
strategles,0
and,1
relterated,0
the,1
Importance,1
of,1
the,1
senlor,0
executlve,0
congresslonal,0
Visits.,0
Dlscussed,0
the,1
unpact,0
of,1
recent,1
chemlcal,0
1nc1dents,0
on,1
the,1
Assoclatlon's,0
actlvltles.,0
1nclud1ng,0
a,1
request,1
to,1
fund,1
the,1
CAER,1
and,1
CR:,0
programs.,1
The,1
fundlng,0
request,1
was,1
referred,1
to,1
the,1
Flnance,0
Commlttee.,0
Other,1
areas,1
reported,1
as,1
unpasted,0
were,1
plant,1
"safety,",1
alr,0
toxlcs,0
and,1
rlsk,0
perceptlon,0
and,1
acceptance.,1
Dlscussed,0
the,1
tax,1
recom,0
lssue,0
and,1
1:5,0
relatlve,0
priority.,1
Agreed,1
that,1
1:,1
should,1
be,1
a,1
high,1
prlorlty,0
"issue,",1
but,1
that,1
1:,1
should,1
not:,0
dlvert,0
Assoclatlon,0
resources,1
from,1
Superfund,1
and,1
therefore,1
should,1
be,1
addressed,1
utlllzlng,0
prlnclpally,0
member,1
company,1
personnel.,1
Requested,1
that,1
an,1
approprlate,0
actlon,0
plan,1
be,1
prepared.,1
TREASURER'S,1
REPORT,1
Mr.,1
Herman,1
reported,1
on,1
the,1
most,1
current,1
flnanclal,0
report,1
avaliable,0
whlch,0
covered,1
the,1
flrst,0
two,1
months,1
of,1
the,1
flscal,0
year,1
through,1
July,1
31.,1
In,1
thls,0
perlod,0
the,1
Assoclatlon,0
had,1
revenue,1
of,1
"$11,734,000",1
and,1
expenses,1
of,1
